doc_id,title,year,source,abstract,text,doi,url,api,query,keyword_hits
10.1093/oso/9780199652624.003.0012,The Problem of de re Modality,2020.0,"Metaphysics, Meaning, and Modality","The problem of de re modality is how, if at all, one can make sense of it. Most who have discussed this problem have assumed that modality de dicto is relatively unproblematic. It is, rather, the interpretation of sentences involving, within the scope of modal operators, singular terms or free variables which is thought to give rise to grave—and in the view of some, insuperable—difficulties. Quine has two arguments against the intelligibility of de re modality: a “logical” and a “metaphysical” one. That the “logical” argument is central to Quine’s attack is surely indisputable. But my claim that it is his basic argument is, in effect, denied by Kit Fine. I can (and do) agree with Fine that there are some significant differences between the two arguments. The most important question, for my purposes, is whether he is right to claim that the two arguments have force independently of one another.","The problem of de re modality is how, if at all, one can make sense of it. Most who have discussed this problem have assumed that modality de dicto is relatively unproblematic. It is, rather, the interpretation of sentences involving, within the scope of modal operators, singular terms or free variables which is thought to give rise to grave—and in the view of some, insuperable—difficulties. Quine has two arguments against the intelligibility of de re modality: a “logical” and a “metaphysical” one. That the “logical” argument is central to Quine’s attack is surely indisputable. But my claim that it is his basic argument is, in effect, denied by Kit Fine. I can (and do) agree with Fine that there are some significant differences between the two arguments. The most important question, for my purposes, is whether he is right to claim that the two arguments have force independently of one another.",10.1093/oso/9780199652624.003.0012,https://doi.org/10.1093/oso/9780199652624.003.0012,crossref,Chronoceptive Modality,1
10.1093/oso/9780199652624.003.0013,Can Metaphysical Modality Be Based on Essence?,2020.0,"Metaphysics, Meaning, and Modality","In his hugely influential paper “Essence and Modality” (1994), Kit Fine argued that the then orthodox view that essence can be understood in terms of metaphysical modality is fundamentally flawed. He proposed, in its place, the view that all metaphysical modality has its source in the essences or natures of things, where the notion of a thing’s essence or nature can be understood in terms of a broadly Aristotelian notion of real definition. This theory appears to require that the relevant conception of real definition can itself be isolated without appeal to metaphysical modality. I argue that this requirement cannot be met. I then briefly consider the implications of my argument for the relation between essence and metaphysical modality.","In his hugely influential paper “Essence and Modality” (1994), Kit Fine argued that the then orthodox view that essence can be understood in terms of metaphysical modality is fundamentally flawed. He proposed, in its place, the view that all metaphysical modality has its source in the essences or natures of things, where the notion of a thing’s essence or nature can be understood in terms of a broadly Aristotelian notion of real definition. This theory appears to require that the relevant conception of real definition can itself be isolated without appeal to metaphysical modality. I argue that this requirement cannot be met. I then briefly consider the implications of my argument for the relation between essence and metaphysical modality.",10.1093/oso/9780199652624.003.0013,https://doi.org/10.1093/oso/9780199652624.003.0013,crossref,Chronoceptive Modality,1
10.1093/oso/9780198787464.003.0005,What is Quantum Uncertainty?,2020.0,The Quantum Matrix,"Eve attempts to eavesdrop on Henry, who discovers that her eavesdropping strategy is susceptible to hindrances imposed by the QM uncertainty principle. Eve can detect Henry’s whereabouts to any precision she chooses. However, a precise position measurement induces a large spread of Henry’s velocities and renders his position extremely uncertain, defeating Eve’s attempt to further track him. Such restriction on the maximal accuracy of measuring “complementary” observables was viewed by Bohr as a fundamental limitation on human perception of the world. A deeper explanation of complementarity may assume that the observer’s cognition and the observed object are inseparable, in the spirit of Spinoza, who considered nature as one substance with both mental and physical modalities. By studying these modalities, human knowledge may some day be freed from complementarity constraints. The appendix to this chapter introduces operators and their commutation relation and clarifies the position–momentum uncertainty relation.","Eve attempts to eavesdrop on Henry, who discovers that her eavesdropping strategy is susceptible to hindrances imposed by the QM uncertainty principle. Eve can detect Henry’s whereabouts to any precision she chooses. However, a precise position measurement induces a large spread of Henry’s velocities and renders his position extremely uncertain, defeating Eve’s attempt to further track him. Such restriction on the maximal accuracy of measuring “complementary” observables was viewed by Bohr as a fundamental limitation on human perception of the world. A deeper explanation of complementarity may assume that the observer’s cognition and the observed object are inseparable, in the spirit of Spinoza, who considered nature as one substance with both mental and physical modalities. By studying these modalities, human knowledge may some day be freed from complementarity constraints. The appendix to this chapter introduces operators and their commutation relation and clarifies the position–momentum uncertainty relation.",10.1093/oso/9780198787464.003.0005,https://doi.org/10.1093/oso/9780198787464.003.0005,crossref,Quantum Coherence Modality,1
10.1093/oso/9780199228645.003.0008,The Rejection of Modality,2019.0,Necessity Lost,"This chapter examines how Russell came to reject modality on the basis of his rejection of idealism. Russell’s anti-modal views rest on the Moore-Russell theory of propositions, not on Russell’s attack on internal relations. This theory derives from Moore’s criticisms of Bradley’s theory of judgment. Unlike most readers of Moore, who find these criticisms mostly unpersuasive, I show that, in fact, they present a substantial challenge to Bradley. Moore uses the theory of propositions that he adopts to remedy the defects of Bradley’s theory of judgment to argue, against Kant, that all true propositions are necessarily true. For Russell, Moore’s argument demonstrates that there is no distinction between truth and necessary truth, nor between truth and possible truth, which is to say, amodalism.","This chapter examines how Russell came to reject modality on the basis of his rejection of idealism. Russell’s anti-modal views rest on the Moore-Russell theory of propositions, not on Russell’s attack on internal relations. This theory derives from Moore’s criticisms of Bradley’s theory of judgment. Unlike most readers of Moore, who find these criticisms mostly unpersuasive, I show that, in fact, they present a substantial challenge to Bradley. Moore uses the theory of propositions that he adopts to remedy the defects of Bradley’s theory of judgment to argue, against Kant, that all true propositions are necessarily true. For Russell, Moore’s argument demonstrates that there is no distinction between truth and necessary truth, nor between truth and possible truth, which is to say, amodalism.",10.1093/oso/9780199228645.003.0008,https://doi.org/10.1093/oso/9780199228645.003.0008,crossref,Chronoceptive Modality,1
10.1093/oso/9780198811930.003.0011,"Interoception, categorization, and symptom perception",2018.0,Oxford Scholarship Online,"Medical practice and the disease model importantly rely on the accuracy assumption of symptom perception: patients’ symptom reports are a direct and accurate reflection of physiological dysfunction. This implies that symptoms can be used as a read-out of dysfunction and that remedying the dysfunction removes the symptoms. While this assumption is viable in many instances of disease, the relationship between symptoms and physiological dysfunction is highly variable and, in a substantial number of cases, completely absent. This chapter considers symptom perception as a form of unconscious inferential somatic decision-making that compellingly produces consciously experienced symptoms. At a mechanistic level, this perspective removes the categorical distinction between symptoms that are closely associated with physiological dysfunction and those that are not. In addition, it brings symptom perception in accordance with general theories of perception. Some clinical implications to understand and treat symptoms poorly related to physiological dysfunction are discussed.","Medical practice and the disease model importantly rely on the accuracy assumption of symptom perception: patients’ symptom reports are a direct and accurate reflection of physiological dysfunction. This implies that symptoms can be used as a read-out of dysfunction and that remedying the dysfunction removes the symptoms. While this assumption is viable in many instances of disease, the relationship between symptoms and physiological dysfunction is highly variable and, in a substantial number of cases, completely absent. This chapter considers symptom perception as a form of unconscious inferential somatic decision-making that compellingly produces consciously experienced symptoms. At a mechanistic level, this perspective removes the categorical distinction between symptoms that are closely associated with physiological dysfunction and those that are not. In addition, it brings symptom perception in accordance with general theories of perception. Some clinical implications to understand and treat symptoms poorly related to physiological dysfunction are discussed.",10.1093/oso/9780198811930.003.0011,https://doi.org/10.1093/oso/9780198811930.003.0011,crossref,interoception,1
10.1093/oso/9780198811930.003.0017,Inside insights: A phenomenology of interoception,2018.0,Oxford Scholarship Online,"This chapter undertakes a phenomenology of inner-body experience, starting with a focus on visceral interoception. While highly personal, such experience also reveals a level of the lived body that is pre-personal, beyond our understanding and control. In contrast to exteroception, elements of the visceral field can be inaccessible, or surface only indistinctly and intermittently to conscious awareness. Nonetheless, interoception is more than just a series of such sensations. This chapter argues for the “exterior interior”—that is, we interpret inner body experiences through models drawn from the outer world, and interoception itself is bound up with emotion, purpose, and projects. In the West, we tend to valorize the interiority of rational thought; by contrast, experience of the inner body is a kind of “inferior interior,” often overlooked or overridden, yet inside insights—gained from attending to messages from the inner body—may preserve our health and wellbeing.","This chapter undertakes a phenomenology of inner-body experience, starting with a focus on visceral interoception. While highly personal, such experience also reveals a level of the lived body that is pre-personal, beyond our understanding and control. In contrast to exteroception, elements of the visceral field can be inaccessible, or surface only indistinctly and intermittently to conscious awareness. Nonetheless, interoception is more than just a series of such sensations. This chapter argues for the “exterior interior”—that is, we interpret inner body experiences through models drawn from the outer world, and interoception itself is bound up with emotion, purpose, and projects. In the West, we tend to valorize the interiority of rational thought; by contrast, experience of the inner body is a kind of “inferior interior,” often overlooked or overridden, yet inside insights—gained from attending to messages from the inner body—may preserve our health and wellbeing.",10.1093/oso/9780198811930.003.0017,https://doi.org/10.1093/oso/9780198811930.003.0017,crossref,interoception,1
10.1093/oso/9780198811930.003.0016,Subjectivity as a sentient perspective and the role of interoception,2018.0,Oxford Scholarship Online,"This chapter argues that the most basic form of subjectivity is different from and more fundamental than having a self, and forwards a hypothesis about the origin of subjectivity in terms of interoception. None of those topics are new, and a consensus concerning the homeostatic-interoceptive origin of subjectivity is rapidly growing in the domains of the neurosciences and psychology. This chapter critically explores that growing consensus, and it argues that the idea that the brain topographically represents bodily states is unfit for thinking about the coming about of subjectivity. In the first part, four inherent characteristics of subjectivity are discussed from a philosophical phenomenological point of view. The second part explores whether a model of subjectivity in which interoception maintains its crucial role is possible without relying on topographical representations of the in-depth body, and giving due to the inherent characteristics of subjectivity.","This chapter argues that the most basic form of subjectivity is different from and more fundamental than having a self, and forwards a hypothesis about the origin of subjectivity in terms of interoception. None of those topics are new, and a consensus concerning the homeostatic-interoceptive origin of subjectivity is rapidly growing in the domains of the neurosciences and psychology. This chapter critically explores that growing consensus, and it argues that the idea that the brain topographically represents bodily states is unfit for thinking about the coming about of subjectivity. In the first part, four inherent characteristics of subjectivity are discussed from a philosophical phenomenological point of view. The second part explores whether a model of subjectivity in which interoception maintains its crucial role is possible without relying on topographical representations of the in-depth body, and giving due to the inherent characteristics of subjectivity.",10.1093/oso/9780198811930.003.0016,https://doi.org/10.1093/oso/9780198811930.003.0016,crossref,interoception,1
10.1093/oso/9780198811930.003.0015,"Allostasis, interoception, and the free energy principle: Feeling our way forward",2018.0,Oxford Scholarship Online,"Interoceptive processing is commonly understood in terms of the monitoring and representation of the body’s current physiological (i.e. homeostatic) status, with aversive sensory experiences encoding some impending threat to tissue viability. However, claims that homeostasis fails to fully account for the sophisticated regulatory dynamics observed in complex organisms have led some theorists to incorporate predictive (i.e. allostatic) regulatory mechanisms within broader accounts of interoceptive processing. Critically, these frameworks invoke diverse—and potentially mutually inconsistent—interpretations of the role allostasis plays in the scheme of biological regulation. This chapter argues in favor of a moderate, reconciliatory position in which homeostasis and allostasis are conceived as equally vital (but functionally distinct) modes of physiological control. It explores the implications of this interpretation for free energy-based accounts of interoceptive inference, advocating a similarly complementary (and hierarchical) view of homeostatic and allostatic processing.","Interoceptive processing is commonly understood in terms of the monitoring and representation of the body’s current physiological (i.e. homeostatic) status, with aversive sensory experiences encoding some impending threat to tissue viability. However, claims that homeostasis fails to fully account for the sophisticated regulatory dynamics observed in complex organisms have led some theorists to incorporate predictive (i.e. allostatic) regulatory mechanisms within broader accounts of interoceptive processing. Critically, these frameworks invoke diverse—and potentially mutually inconsistent—interpretations of the role allostasis plays in the scheme of biological regulation. This chapter argues in favor of a moderate, reconciliatory position in which homeostasis and allostasis are conceived as equally vital (but functionally distinct) modes of physiological control. It explores the implications of this interpretation for free energy-based accounts of interoceptive inference, advocating a similarly complementary (and hierarchical) view of homeostatic and allostatic processing.",10.1093/oso/9780198811930.003.0015,https://doi.org/10.1093/oso/9780198811930.003.0015,crossref,interoception,1
10.1093/oso/9780198811930.003.0007,Interoception and emotion: Shared mechanisms and clinical implications,2018.0,Oxford Scholarship Online,Internal states of bodily arousal contribute to emotional feeling states and behaviors. This chapter details the influence of interoceptive processing on emotion and describes how deficits in interoceptive ability may underpin aberrant emotional processes characteristic of clinical conditions. The representation and control of bodily physiology (e.g. heart rate and blood pressure) and the encoding of emotional experience and behavior share neural substrates within forebrain regions coupled to ascending neuromodulatory systems. This functional architecture provides a basis for dynamic embodiment of emotion. This chapter will approach the relationship between interoception and emotion within the interoceptive predictive processing framework and describe how emotional states could be the product of interoceptive prediction error minimization.,Internal states of bodily arousal contribute to emotional feeling states and behaviors. This chapter details the influence of interoceptive processing on emotion and describes how deficits in interoceptive ability may underpin aberrant emotional processes characteristic of clinical conditions. The representation and control of bodily physiology (e.g. heart rate and blood pressure) and the encoding of emotional experience and behavior share neural substrates within forebrain regions coupled to ascending neuromodulatory systems. This functional architecture provides a basis for dynamic embodiment of emotion. This chapter will approach the relationship between interoception and emotion within the interoceptive predictive processing framework and describe how emotional states could be the product of interoceptive prediction error minimization.,10.1093/oso/9780198811930.003.0007,https://doi.org/10.1093/oso/9780198811930.003.0007,crossref,interoception,1
10.1093/oso/9780199674923.003.0018,Proprioception and body schema,2018.0,Oxford Scholarship Online,"Proprioception is our ability to sense the position of our own limbs and other body parts in space, and body schema is a body representation that allows both biological and artificial agents to execute their actions based on proprioception. The proprioceptive information used by current artificial agents (robots) is mainly related to posture (and its change) and consists of joint angles (joint velocities) given a linked structure. However, the counterpart in biological agents (humans and other animals) includes more complicated components with associated controversies concerning the relationship between the body schema and the body image. A new trend of constructive approaches has been attacking this topic using computational models and robots. This chapter provides an overview of the biology of proprioception and body representation, summarizes the classical use of body schema in robotics, and describes a series of constructive approaches that address some of the mysteries of body representation.","Proprioception is our ability to sense the position of our own limbs and other body parts in space, and body schema is a body representation that allows both biological and artificial agents to execute their actions based on proprioception. The proprioceptive information used by current artificial agents (robots) is mainly related to posture (and its change) and consists of joint angles (joint velocities) given a linked structure. However, the counterpart in biological agents (humans and other animals) includes more complicated components with associated controversies concerning the relationship between the body schema and the body image. A new trend of constructive approaches has been attacking this topic using computational models and robots. This chapter provides an overview of the biology of proprioception and body representation, summarizes the classical use of body schema in robotics, and describes a series of constructive approaches that address some of the mysteries of body representation.",10.1093/oso/9780199674923.003.0018,https://doi.org/10.1093/oso/9780199674923.003.0018,crossref,proprioception,1
10.5406/illinois/9780252038723.003.0009,Hierarchical Temporal Gestalt Perception in Music,2017.0,University of Illinois Press,"James Tenney talks about hierarchical temporal gestalt perception in music based on a metric space model, which he applied to compositions by Anton Webern, Edgard Varèse, and Claude Debussy. He begins with a discussion of temporal gestalt-units (TGs), using the terms “element,” “clang,” and “sequence” to designate TGs at the first three hierarchical levels of perceptual organization. He then considers a number of questions that might be the most relevant to musical perception, such as: how the perceptual boundaries of a TG are determined; or the extent to which the factors involved in temporal gestalt perception are objective. In an effort to provide some tentative answers to such questions, Tenney proposes a hypothesis of temporal gestalt perception and presents some results of a computer analysis program based on this hypothesis. The program, written by Larry Polansky, represents a simplified model of this aspect of musical perception, and Tenney describes some of the implications, limitations, and possible extensions of this model.","James Tenney talks about hierarchical temporal gestalt perception in music based on a metric space model, which he applied to compositions by Anton Webern, Edgard Varèse, and Claude Debussy. He begins with a discussion of temporal gestalt-units (TGs), using the terms “element,” “clang,” and “sequence” to designate TGs at the first three hierarchical levels of perceptual organization. He then considers a number of questions that might be the most relevant to musical perception, such as: how the perceptual boundaries of a TG are determined; or the extent to which the factors involved in temporal gestalt perception are objective. In an effort to provide some tentative answers to such questions, Tenney proposes a hypothesis of temporal gestalt perception and presents some results of a computer analysis program based on this hypothesis. The program, written by Larry Polansky, represents a simplified model of this aspect of musical perception, and Tenney describes some of the implications, limitations, and possible extensions of this model.",10.5406/illinois/9780252038723.003.0009,https://doi.org/10.5406/illinois/9780252038723.003.0009,crossref,Temporal Resonance Perception (TRP),1
10.5749/minnesota/9780816690961.003.0005,"Proprioception, The Écart",2016.0,Cinema's Bodily Illusions,"Using Godfrey Reggio’s highly kinesthetic film Koyaanisqatsi as a case study, the fourth chapter analyzes how proprioceptive aesthetics not only emphasizes the formation of onscreen worlds, but also thematizes viewers’ embodiment through its modulation of proprioception. It continue the project of bringing Gibson and Merleau-Ponty together, showing how Gibson’s theories of proprioception intersect with Merleau-Ponty’s late doctrine of the Écart, or the paradoxical separation from but continuity with the world.","Using Godfrey Reggio’s highly kinesthetic film Koyaanisqatsi as a case study, the fourth chapter analyzes how proprioceptive aesthetics not only emphasizes the formation of onscreen worlds, but also thematizes viewers’ embodiment through its modulation of proprioception. It continue the project of bringing Gibson and Merleau-Ponty together, showing how Gibson’s theories of proprioception intersect with Merleau-Ponty’s late doctrine of the Écart, or the paradoxical separation from but continuity with the world.",10.5749/minnesota/9780816690961.003.0005,https://doi.org/10.5749/minnesota/9780816690961.003.0005,crossref,proprioception,1
10.1177/0301006615625796,Temporal Instabilities in Amblyopic Perception: A Quantitative Approach,2016.0,Perception,"The purpose of this study is to quantify the temporal characteristics of spatial misperceptions in human amblyopia. Twenty-two adult participants with strabismus, strabismic, anisometropic, or mixed amblyopia were asked to describe their subjective percept of static geometrical patterns with different spatial frequencies and shapes, as seen with their non-dominant eye. We generated digital reconstructions of their perception (static images or movies) that were subsequently validated by the subjects using consecutive matching sessions. We calculated the Shannon entropy variation in time for each recorded movie, as a measure of temporal instability. Nineteen of the 22 subjects perceived temporal instabilities that can be broadly classified in two categories. We found that the average frequency of the perceived temporal instabilities is ∼1 Hz. The stimuli with higher spatial frequencies yielded more often temporally unstable perceptions with higher frequencies. We suggest that type and amount of temporal instabilities in amblyopic vision are correlated with the etiology and spatial frequency of the stimulus.","The purpose of this study is to quantify the temporal characteristics of spatial misperceptions in human amblyopia. Twenty-two adult participants with strabismus, strabismic, anisometropic, or mixed amblyopia were asked to describe their subjective percept of static geometrical patterns with different spatial frequencies and shapes, as seen with their non-dominant eye. We generated digital reconstructions of their perception (static images or movies) that were subsequently validated by the subjects using consecutive matching sessions. We calculated the Shannon entropy variation in time for each recorded movie, as a measure of temporal instability. Nineteen of the 22 subjects perceived temporal instabilities that can be broadly classified in two categories. We found that the average frequency of the perceived temporal instabilities is ∼1 Hz. The stimuli with higher spatial frequencies yielded more often temporally unstable perceptions with higher frequencies. We suggest that type and amount of temporal instabilities in amblyopic vision are correlated with the etiology and spatial frequency of the stimulus.",10.1177/0301006615625796,https://doi.org/10.1177/0301006615625796,crossref,Temporal Resonance Perception (TRP),1
10.1093/oso/9780199292424.003.0004,Sentential Modality,2009.0,Modality,"In Chapter 1, I distinguished three linguistic domains in which modality operates: sentential, sub-sentential, and discourse. Sentential modality operates, as the name suggests, at the level of the entire clause. Most treatments of modality take sentential modality to be the central case; for example, in English, we see an emphasis on the semantics of modal auxiliaries. While these modals may be important at the sub-sentential and discourse levels as well, they clearly are grammatically linked to the sentence, and they have an obvious effect on sentence meaning. They interact syntactically and semantically with other clause-level elements, such as negation, tense, and aspect. It is their sentence-level meaning and sentence-level grammar which we aim to understand better in this chapter.","In Chapter 1, I distinguished three linguistic domains in which modality operates: sentential, sub-sentential, and discourse. Sentential modality operates, as the name suggests, at the level of the entire clause. Most treatments of modality take sentential modality to be the central case; for example, in English, we see an emphasis on the semantics of modal auxiliaries. While these modals may be important at the sub-sentential and discourse levels as well, they clearly are grammatically linked to the sentence, and they have an obvious effect on sentence meaning. They interact syntactically and semantically with other clause-level elements, such as negation, tense, and aspect. It is their sentence-level meaning and sentence-level grammar which we aim to understand better in this chapter.",10.1093/oso/9780199292424.003.0004,https://doi.org/10.1093/oso/9780199292424.003.0004,crossref,Chronoceptive Modality,1
10.1093/oso/9780199292424.003.0005,Modality and Other Intensional Categories,2009.0,Modality,"In previous chapters, we’ve taken the strategy of trying to isolate modality from other semantic categories. The purpose of this strategy is to look carefully at the nature of modality in order that we can develop a precise, explanatory theory of it. However, in reality modal semantics is intertwined with many other topics, and in the following sections we will investigate several: 5.1 Temporal semantics, including tense and aspect 5.2 Conditionals 5.3 Mood and evidentiality The first topic we’ll study in some depth. The second we will examine in a more cursory way, because the literature on conditionals is so vast that another entire volume would be needed. The third will be treated in an even more superficial way, because an entire volume on it is due to appear (Portner, forthcoming).","In previous chapters, we’ve taken the strategy of trying to isolate modality from other semantic categories. The purpose of this strategy is to look carefully at the nature of modality in order that we can develop a precise, explanatory theory of it. However, in reality modal semantics is intertwined with many other topics, and in the following sections we will investigate several: 5.1 Temporal semantics, including tense and aspect 5.2 Conditionals 5.3 Mood and evidentiality The first topic we’ll study in some depth. The second we will examine in a more cursory way, because the literature on conditionals is so vast that another entire volume would be needed. The third will be treated in an even more superficial way, because an entire volume on it is due to appear (Portner, forthcoming).",10.1093/oso/9780199292424.003.0005,https://doi.org/10.1093/oso/9780199292424.003.0005,crossref,Chronoceptive Modality,1
10.1093/oso/9780199292424.003.0003,Major Linguistic Theories of Modality,2009.0,Modality,"This section will present three semantic theories of modality which have been developed within linguistics. My goal here is to provide a clear, detailed, and accurate understanding of each theory. In order to achieve this goal, we will focus on those linguistic phenomena which have been the most important in developing the theories, even though this focus necessarily means that many important issues of the semantics of modality will be left out. The next chapter will turn around this relationship between theory and research issues: my goal there will be to provide a broad understanding of the nature of modality, using theories of modality as a basis. In short, this chapter is primarily about theories of modality; the next chapter is primarily about modality itself. Of course the ultimate goal of linguistics is to unify the goals of these two chapters, to develop a theory of modality which in itself provides the best possible understanding of the nature of modality. But for the time being, while our theories are still imperfect, it is helpful to look at the topic from two angles separately.","This section will present three semantic theories of modality which have been developed within linguistics. My goal here is to provide a clear, detailed, and accurate understanding of each theory. In order to achieve this goal, we will focus on those linguistic phenomena which have been the most important in developing the theories, even though this focus necessarily means that many important issues of the semantics of modality will be left out. The next chapter will turn around this relationship between theory and research issues: my goal there will be to provide a broad understanding of the nature of modality, using theories of modality as a basis. In short, this chapter is primarily about theories of modality; the next chapter is primarily about modality itself. Of course the ultimate goal of linguistics is to unify the goals of these two chapters, to develop a theory of modality which in itself provides the best possible understanding of the nature of modality. But for the time being, while our theories are still imperfect, it is helpful to look at the topic from two angles separately.",10.1093/oso/9780199292424.003.0003,https://doi.org/10.1093/oso/9780199292424.003.0003,crossref,Chronoceptive Modality,1
10.1068/p6078,Word Recognition Processes Modulate the Naso-Temporal Asymmetry of the Human Visual Field,2009.0,Perception,"Many visual tasks display a well-documented naso-temporal asymmetry (NTA), where sensitivity is greater to stimuli presented in the temporal hemifield. Four-letter strings were presented at various eccentricities under monocular vision conditions, and observers were asked to classify the stimuli as ‘words’ or ‘non-words’ in a lexical decision task (experiment 1). In experiment 2, the same observers had to classify the stimuli as ‘darker’ or ‘lighter’ (contrast discrimination). Apart from the task, the visual conditions and stimuli were identical in both experiments. The typical temporal hemifield advantage was found for a contrast discrimination task in both English and Hebrew readers, but only for lexical decision judgments in Hebrew readers. The lack of the expected NTA in English readers that was observed only for a reading but not a low-level visual task indicates that language lateralisation and reading-related learning can override fundamental, anatomically based, visual asymmetries.","Many visual tasks display a well-documented naso-temporal asymmetry (NTA), where sensitivity is greater to stimuli presented in the temporal hemifield. Four-letter strings were presented at various eccentricities under monocular vision conditions, and observers were asked to classify the stimuli as ‘words’ or ‘non-words’ in a lexical decision task (experiment 1). In experiment 2, the same observers had to classify the stimuli as ‘darker’ or ‘lighter’ (contrast discrimination). Apart from the task, the visual conditions and stimuli were identical in both experiments. The typical temporal hemifield advantage was found for a contrast discrimination task in both English and Hebrew readers, but only for lexical decision judgments in Hebrew readers. The lack of the expected NTA in English readers that was observed only for a reading but not a low-level visual task indicates that language lateralisation and reading-related learning can override fundamental, anatomically based, visual asymmetries.",10.1068/p6078,https://doi.org/10.1068/p6078,crossref,Temporal Field Perception,1
10.55782/ane-2004-1525,Visual perception in space and time – mapping the visual field of temporal resolution,2004.0,Acta Neurobiologiae Experimentalis,"To characterize temporal aspects of information processing in the human visual field, we studied the topographical distribution of temporal and non-temporal performance parameters in 95 normally sighted subjects. Visual field maps of double-pulse resolution thresholds (DPR) (the minimum detectable temporal gap between two light stimuli) and simple visual reaction times (RT) (measuring the speed of reaction to a light stimulus) were compared to maps of luminance thresholds determined by standard perimetry. Thus, for the first time, the topography of a visual variable without temporal constraints (perimetry) could be compared to visual variables in the temporal domain, with (RT) and without (DPR) motor reaction. The goal of the study was to obtain and to describe the pattern of co-variation of performance indicators. In all three measures, performance was best in the central visual field and dropped significantly towards the periphery. Although the correlation between DPR and RT was significant, shared variance was low, and we observed large topographical differences between these two temporal-performance variables. In contrast, DPR and perimetric thresholds correlated more substantially, and visual field maps were similar. The Gestalt of DPR maps shares characteristics of basic visual processing (e.g., light sensitivity), but it also reflects top-down influences, i.e., from spatial attention. Although the correlation between DPR and RT suggests common characteristics between these two temporal variables, the topographic distributions reveal significant differences, indicating separate underlying processing mechanisms.","To characterize temporal aspects of information processing in the human visual field, we studied the topographical distribution of temporal and non-temporal performance parameters in 95 normally sighted subjects. Visual field maps of double-pulse resolution thresholds (DPR) (the minimum detectable temporal gap between two light stimuli) and simple visual reaction times (RT) (measuring the speed of reaction to a light stimulus) were compared to maps of luminance thresholds determined by standard perimetry. Thus, for the first time, the topography of a visual variable without temporal constraints (perimetry) could be compared to visual variables in the temporal domain, with (RT) and without (DPR) motor reaction. The goal of the study was to obtain and to describe the pattern of co-variation of performance indicators. In all three measures, performance was best in the central visual field and dropped significantly towards the periphery. Although the correlation between DPR and RT was significant, shared variance was low, and we observed large topographical differences between these two temporal-performance variables. In contrast, DPR and perimetric thresholds correlated more substantially, and visual field maps were similar. The Gestalt of DPR maps shares characteristics of basic visual processing (e.g., light sensitivity), but it also reflects top-down influences, i.e., from spatial attention. Although the correlation between DPR and RT suggests common characteristics between these two temporal variables, the topographic distributions reveal significant differences, indicating separate underlying processing mechanisms.",10.55782/ane-2004-1525,https://doi.org/10.55782/ane-2004-1525,crossref,Temporal Field Perception,1
10.1068/v970106,Temporal Phase Affects Spatial Binding in Depth Perception,1997.0,Perception,"The temporal linking of spatial information is essential for coherent space perception. We investigated the effect of the temporal phase of flickering ‘inducers’ in depth perception. Stereo half-images were generated on the left and right halves of a large-screen video monitor and viewed through a mirror stereoscope. The half-images portrayed a solid-black vertically oriented bar seen against a white background. Two brackets immediately flanking this bar could be placed in crossed or uncrossed disparity relative to the bar. A pair of thin white ‘bridging lines’ could appear on the black bar, always at zero disparity. Brackets and bridging lines could be flickered either in-phase or out-of-phase. Observers judged whether the brackets appeared in front of or behind the black bar, with disparity varied over trials according to a method of constant stimuli. We found that when bridging lines were absent, the depth location of the brackets was predictably dependent on disparity sign, with a small bias for “behind” judgements owing to occlusion. When bridging lines and brackets flashed in temporal phase, depth judgements were markedly biased toward “in front”; when the bridging lines and brackets flashed out of phase, this bias was much reduced. This biasing effect also depended on the spatial offset of lines and brackets. We conclude that depth perception is strongly influenced by the temporal phase of the spatial information.","The temporal linking of spatial information is essential for coherent space perception. We investigated the effect of the temporal phase of flickering ‘inducers’ in depth perception. Stereo half-images were generated on the left and right halves of a large-screen video monitor and viewed through a mirror stereoscope. The half-images portrayed a solid-black vertically oriented bar seen against a white background. Two brackets immediately flanking this bar could be placed in crossed or uncrossed disparity relative to the bar. A pair of thin white ‘bridging lines’ could appear on the black bar, always at zero disparity. Brackets and bridging lines could be flickered either in-phase or out-of-phase. Observers judged whether the brackets appeared in front of or behind the black bar, with disparity varied over trials according to a method of constant stimuli. We found that when bridging lines were absent, the depth location of the brackets was predictably dependent on disparity sign, with a small bias for “behind” judgements owing to occlusion. When bridging lines and brackets flashed in temporal phase, depth judgements were markedly biased toward “in front”; when the bridging lines and brackets flashed out of phase, this bias was much reduced. This biasing effect also depended on the spatial offset of lines and brackets. We conclude that depth perception is strongly influenced by the temporal phase of the spatial information.",10.1068/v970106,https://doi.org/10.1068/v970106,crossref,Temporal Resonance Perception (TRP),1
